,Sentence,type
3135,"“The customer, empowered by social media in the 'age of experience', now has more control than ever,” he said. “In this world of two-way conversations, advocacy, influence and engagement are the new rules for brand-building.",1
3136,"“Customers expect seamless interactions, responsiveness, 24/7 accessibility, customization options and high levels of personalization,” he said. “In a sense, they increasingly expect brands to know them.”",1
3137,"﻿In Canada’s Arctic, summers are marked by a bright light that bathes the treeless tundra for more than 20 hours a day. For some, it’s a welcome change from the unrelenting darkness of winter. But, for the small but growing Muslim community of Iqaluit, Nunavut, life in the land of the midnight sun poses a real challenge during the month of Ramadan, during which Muslims typically fast from sunrise to sunset.",1
3138,"“I haven’t fainted once,” said 29-year-old Abdul Karim, one of the few in the city who has carefully timed his Ramadan fast to the Arctic sun since moving from Ottawa in 2011. This year, that means eating at about 1.30am before the sun rises and breaking his fast at about 11pm when the sun sets. “The only reason to stop would be if it hurts my health,” Karim said. Pointing to his sizable frame, he laughed as he added: “But, looking at my condition, I don’t think fasting will hurt me.”",1
3139,"As the end of Ramadan draws near for Muslims around the world, much of the holy month’s focus on community work, prayer and reflection has been a constant in communities around the world. But in Iqaluit and the other Muslim communities in the Arctic, the long days have forced a shift in how the element of fasting is approached.",1
3140,"Most in Iqaluit adhere to the timetable followed by Muslims in Ottawa, some 1,300 miles south of the city – following the advice of Muslim scholars who have said Muslims in the far north should observe Ramadan using the timetable of Mecca or the nearest Muslim city. It still means fasting for some 18 hours a day, said Atif Jilani, who moved to Iqaluit from Toronto in 2015. “It’s long days, but more manageable.”",1
3141,"Many in the 100-strong community break their fast together, gathering in the city’s brand new mosque – completed in February amid temperatures that dropped as low as -50C with wind chill – for nightly suppers. As they tuck into traditional foods such as dates and goat or lamb curries, the sun shines brightly through the windows.",1
3142,"It’s a scene that plays out across Canada’s northernmost mosques during Ramadan, as Muslim communities wrestle with the country’s unique geography. The 300 or so Muslims in Yellowknife, in the Northwest Territories, have several options when it comes to fasting during Ramadan, said Nazim Awan, president of the Yellowknife Islamic Centre, with exceptions made for those who are pregnant or ill. “There might be some superhumans who want to fast for 23 hours, but the other option is to follow the intent and spirit of fasting by following nearby cities or they can follow the times of Mecca and Medina.” In recent years, much of the community has opted to follow the Ramadan timetable of Edmonton, in Alberta. Some, such as Awan – a father of two young children, including a 12-year-old who recently started fasting – follow the timings of Mecca. He hopes to encourage his son with the more manageable timetable of about 15 hours of fasting as compared with about 18 hours in Edmonton.",1
3143,"“If I fast Yellowknife or Edmonton times, my son might say, 'Papa, you are really insane. What are you doing?'” he said. Faced with the impossibility of following the local movements of the sun, the 100 or so Muslims in Inuvik, a small town that sits 125 miles north of the Arctic Circle, have also been following Edmonton’s timetable. “We currently have 24 hours a day of sun,” said Ahmad Alkhalaf. “There’s no sunrise or sunset.”",1
3144,"The adherence to Edmonton’s schedule was already in place in 2001 when he moved from Toronto to the small northern community of 3,500 people. “My first Ramadan here was in December. There’s no sun at that time; it’s dark all day and night. So we used Edmonton time.” At times, it can be psychologically challenging to follow the clock rather than what is happening outside, Alkhalaf said. “You’re supposed to break your fast when it’s dusk and we eat when the sun is out. It’s not usual to have iftar [the meal breaking the fast] when the sun is up,” he said. In Inuvik, where much of the population is Inuit, the Muslim community has sought to strike a balance between Ramadan and the local culture and traditions. The iftar meal includes dates and rich curries – as well as local game such as reindeer, prepared in accordance with Islamic law. “We make a soup or curry … but instead of using beef, we use reindeer.”",1
3145,"In Iqaluit, as the Muslim community prepares to mark the end of Ramadan, some reflect that 2016’s timing – stretching across some of the longest days of the year – has made it one of the more challenging of recent years. It’s particularly true for those like Karim who have determinedly followed the local sunrise and sunset. But, his efforts will be rewarded years from now, said Karim, thanks to the lunar calendar. Ramadan will eventually fall during winter, which, in Iqaluit, sees the sun rise and set within a few hours each day. “I’ll follow those hours, too,” he said with a laugh. “Oh yes, definitely.”",1
3146,"﻿“There are certainly MOOC junkies, who take them for no other reason than they’re free and they like hanging out,” grins Dr Ben Brabon of Edgehill University, whose massive open online course in vampire fiction is one of only two accredited MOOCs currently on offer in the UK. Brabon isn’t denigrating people who enrol on MOOC courses: he’s simply pointing out the motivation that prompts certain individuals to sign up. When a course is open entry – MOOCs have no enrolment criteria and no fees to pay – then participants are going to behave very differently from students in a traditional higher education setting.",1
3147,"MOOCs are the newest big thing in the quest to enable higher education for all. A great deal of venture capital money is being invested in the emerging online platforms, which enable the delivery of increasingly sophisticated and interactive course content to participants who can number in the hundreds to the tens of thousands. For these investors, the Holy Grail is to find a business model for MOOCs that will make them profitable – so far, courses have depended on universities being prepared to bankroll their star lecturers’ curriculum design and online teaching time. Mining the data captured about how, why and when millions of participants opt to sign up, interact with their material, submit their assignments, message each other and drop out of the course may be one way of getting a return on the investment.",1
3148,"Part of the dilemma around which future direction MOOCs will take, however, is that nobody can yet define whom exactly they are meant to benefit. Universities keen to entice fee- paying international students onto postgraduate courses by showing off their best programmes online? Students in developing countries hungry for access to first-world universities? Employees wishing to develop their professional knowledge? People lacking qualifications who want to use MOOCs as a bridge to higher education? Or hobby learners, who are keen to learn about a subject area in which they have an interest?",1
3149,"Though they may be popular to start off with, MOOCs have dire completion rates, observes Brabon. For his vampire fiction course, that meant 1,000 enrolments and 31 completions. “And almost all of those had a first degree or had been educated to degree level,” he says. “So the MOOCs trend may not be opening up HE to sectors of the population it hasn’t reached to date.”",1
3150,"“Learning online is a different thing, needs quite advanced learning skills,” confirms David Kernohan, progamme manager for eLearning Innovation at Jisc, a charity that champions the use of digital technologies in UK education and research. “With MOOCs, there’s very little support available: the student is dropped in and tends not to get any individual attention. This is, instead, approximated by peer support such as online discussion forums.” While this may mean that online study is unattractive or difficult for someone without high-level qualifications, it does, he says, suggest that MOOCs could be “a really good tool for continuing education.”",1
3151,"At a time when the number of part-time students has fallen sharply as the price of a degree rises, could this type of open and free-to-access course provide a new path to university-level education? Could an entire degree be taught via MOOCs? “I don’t think that’s how MOOCs work,” says Brabon. Instead, he suggests “a blended approach that combines a campus experience with a MOOC; also, perhaps, using MOOCs to create a global degree, with students taking courses from across the world, might be possible.”",1
3152,"But that’s a little way into the future: for now, no prospective employer will care much if you come waving your MOOC completion certificate, without any quality assurance on either the course content or its assessment standards. Accreditation is therefore now the central challenge that MOOCs must grapple with to gain credibility with academics and employers, says Brabon, who is on a Quality Assurance Agency working group, aiming to develop an agreed approach to standards and marking.",1
3153,"There is idealism around the concept of MOOCs bringing the best of first-world teaching to students in less developed countries. But there’s cynicism, too, with the suggestion that universities could use MOOCs to advertise their on-campus wares to greater numbers of lucrative – though certainly not always wealthy – students from outside the EU.",1
3154,"Mike Sharples, chair of Educational Technology, doesn’t buy into that cynicism. MOOCs are viewed primarily as a way to showcase and share universities’ best teaching talent, as well as encouraging interaction and soliciting feedback from students around the world, he says. He believes that recruiting international students onto university courses is only a secondary objective of running MOOCs – though they could certainly be a very canny marketing move, as he observes that “if 20,000 people sign up to a MOOC – well, you only need 20 of those to enrol afterwards to run a master’s.”",1
3155,"Meanwhile, any politically correct qualms about whether UK academic institutions are patronizing developing countries by exporting small snippets of elitist education may soon be entirely irrelevant, warns Matthew Poyiadgi, managing director at Pearson VUE. “I believe we may get to a situation in the future where universities maybe won’t have a choice, and where British universities are saying, 'if we don’t have a presence in China, then we’ll get left behind,'” he says.",1
3156,"“In South America, China, countries in Africa, there is a huge appetite for learning and some of the world’s best courses are being offered online,” adds Sharples. “If people are genuinely fascinated by learning, then why not? The real challenge is to allow those countries not just to consume and study MOOCs, but also to create them.”",1
3157,"﻿In typical bad-boyfriend style, Dan Sullivan was late to breakfast with the Guardian because he got pulled over on his motorcycle.",1
3158,"Sullivan works too much, he says. He misses dinner dates. He forgets to give presents.",1
3159,"And so, like seemingly everyone in Silicon Valley, the 27-year-old venture capitalist has come up with a start-up to fix it: BetterBoyfriend.me, a service that sends girlfriends and wives a present every month for about $70.",1
3160,"Sullivan, who works in finance, has been quietly testing the program and has signed up about 350 boyfriends generating about $17,000 revenue every month. Most members, he says, are from his collection of Harvard and investor friends: venture capitalists, founders and employees of companies like Apple, Google and Facebook, whose girlfriends have been getting presents from Sullivan for the last year.",1
3161,"Each month, Sullivan’s members choose from a list of seven possible gifts (chocolate, tea sets, manicures). The package is sent to the boyfriend unbranded and unlabelled.",1
3162,"He tests his ideas by buying Facebook ads just to see what kind of traction they get. BetterBoyfriend.me took off. “BetterBoyfriend hit something,” Sullivan said. “It’s a pain point everyone has.”",1
3163,"BetterBoyfriend.me was not Sullivan’s first idea. For a couple of days, he thought about a dog-sharing pitch: “I see all these rich guys looking just miserable walking dogs and I realized: a dog is only valuable 5% of the time,” he said. “So, what if we got a guy who would babysit the dogs and other people could rent them out?”",1
3164,"Another start-up, called InvisibleBoyfriend, allows users “to design and build a believable social partner who is everything you want and is always available to talk, whenever you want”. The end result is a “boyfriend” who can text with you all day.",1
3165,Founder Kyle Tabor launched it to give users a faux boyfriend to deter unwanted advances but has found people have grown attached to their algorithmic partners: “Many more users are seeking companionship through conversation rather than external 'proof' of a relationship to get people off their back.”,1
3166,"For Sullivan and Tabor, the surprise was the real relationships that have formed with their customers. Sullivan says he has begun to see himself as a sort of relationship consultant for the boyfriends.",1
3167,"Sullivan admits he’s made mistakes. Early on, the packages included receipts that had his name on them, Dan Sullivan. “One of the boyfriends wrote to me and said, 'Listen, dude, she’s not mad but Cynthia found out'.”",1
3168,"About 50% of the women BetterBoyfriend.me deliver packages to know about his involvement in their relationships: “It’s correlated with age. I think, after you’ve been married a while, you don’t keep many secrets.”",1
3169,"And over the year, the young founder says he’s got to know the boyfriends really well. They’ve even done a delivery to a hospital delivery room. The key, he said, is to remember that his relationship is with the boyfriend.",1
3170,"When he first launched his company, he attached tags that said BetterBoyfriend.me to flower bouquets and set off for Dolores Park, a popular lounging spot in the tech- and youth-heavy Mission District.",1
3171,"“I looked for couples and gave the bouquet to the girl but that didn’t go down well with the boyfriend. Like, not at all. It made sense, though. It was cool,” he said. “So, I reconsidered and started handing them out to the boyfriends.”",1
3172,"﻿An international agreement to improve safety in Bangladesh’s clothing factories is facing the threat of legal action as factory owners demand compensation for the cost of closures and repair work. With some repair programmes expected to take months, factory owners say they cannot shoulder the costs of paying staff while factories are closed, alongside the expense of some major works needed to ensure buildings are safe. The building overhauls are being carried out in the wake of the collapse of the Rana Plaza complex in the capital of Bangladesh, Dhaka, in 2013, in which 1,138 people were killed.",1
3173,"The problems come as hundreds of Bangladeshi clothing factories per month are inspected for fire- safety and structural problems under the Accord on Fire and Building Safety in Bangladesh, which is backed by over 170 international brands, including Primark and Marks & Spencer, and international trade unions, including IndustriALL.",1
3174,"The owner of one Dhaka-based factory, Softex Cotton, has threatened legal action against the Accord after his factory was closed down due to structural problems, prompting a demand for a reported $100m in compensation.",1
3175,"Another factory owner, who declined to be named, said that once a factory closed its doors, even for a few months, it would lose orders and close permanently: “There is no such thing as temporary closure,” he said. The factory owner said that the Accord agreement had “pussyfooted” around the issue of who paid for factory closures amid efforts to get as many brands as possible to sign up to a deal in the wake of the Rana Plaza disaster. He said there was no clear process in place to handle the costs involved.",1
3176,"Jenny Holdcroft, policy director for IndustriALL, which has been closely involved in the Accord, said that the agreement ensured that factories would not lose orders during closure because brands had committed to maintain orders with suppliers for two years.",1
3177,"While 12 factories have been identified so far by the Accord as needing significant work, Holdcroft said many of those only needed partial closure in order to reduce stress on the building so production could continue on other floors. The Accord also legally binds brands to ensure that workers are paid during factory closures. She said the detail on who would make payments had been left open in order to ensure that all those factory owners who could afford to pay for repairs and compensation for workers made the necessary contribution.",1
3178,"“This was always going to be a topic of negotiation. Brands don’t want to commit to paying so that rich factory owners who have just pocketed the profits and not been spending on their factories for years continue to do so. There was obviously going to be disruption. If there was no disruption, there would be no change,” she said. A spokesman for the Accord said negotiations over payments and even legal action would not hold up its work to improve safety in factories.",1
3179,"However, pressure on the Accord to contribute to the payment of displaced workers has ratcheted up after a rival factory-safety group backed by US retailers including Walmart and Gap, the Alliance for Bangladesh Worker Safety, set aside $5m to help pay factory workers for up to two months while work is carried out on the buildings it has identified as needing improvement. It has, so far, identified five factories in four buildings where production needed to be suspended.",1
3180,"“The Alliance is sharing the workers’ salary along with entrepreneurs so now there is a big confusion. We had a big meeting with the Accord to make them understand they have to come forward or how will we help our workers?” said Shaidullah Azim, a director of the Bangladeshi Garment Manufacturers and Exporters Association.",1
3181,﻿The small space is set up to look like a classroom. Its corrugated iron walls are hung with educational charts – illustrated letters of the alphabet and a map of Bangladesh.,1
3182,"But, the constant sound of hammering and the chemicals in the air that catch in the back of the throat and irritate the eyes make it hard to concentrate. The children who learn in this three-square-metre room are the lucky ones, however. They have escaped working in the factories opposite.",1
3183,"For 14 years, SOHAY, a grassroots non- governmental organization (NGO) funded by the Global Fund for Children and Comic Relief, has been working in slum areas of Dhaka to get child labourers into school. It focuses on children working in hazardous conditions – in aluminium and plastic factories, and tanneries.",1
3184,"The classroom is one of 23 urban development centres that SOHAY has set up across the capital. The centres prepare children for primary school with classes that help them catch up on their education. Once they are in primary school, the children can do homework at the centres, with help from their peers.",1
3185,"Alamin, ten, who used to work in a plastic factory, attends one of the centres. His father is a street seller and his mother a part-time domestic worker. They are all happy that he’s now in school and away from hazardous work. His friend Rabi says he wants to forget his past in the factory. “I like school,” he says.",1
3186,"“The urban development centres aim to create an education-friendly environment in the communities and change their cultural mindset towards the children,” says SOHAY’s programme manager, Mohammed Abdullah al-Mamun. SOHAY also runs sessions for parents and employers to discourage child labour and offers skills training to increase family income.",1
3187,"“Getting working children into formal education is really very challenging,” says Mamun. “Their psychological and physical condition is not like other children in society. After they leave work, they sometimes find it difficult to make friends and adapt to school. It is also very challenging to ensure they stay in school – the dropout rate is very high for these children. In this context, it’s important to work with schools so they have more sensitivity and care about them.”",1
3188,"Seven-year-old Zhorna Akter Sumayya has two older brothers, both of whom are in work (one at a restaurant, one at a local club). But, after being introduced to education at one of SOHAY’s centres, she now goes to a state primary school. Her family live in the slum and her parents can’t survive without the income their sons bring home. Her father works in a rickshaw garage and her mother is a domestic worker, but they were keen for their daughter to go to school.",1
3189,"In 2015, SOHAY helped 1,540 children to leave hazardous work and 2,125 vulnerable children – those in danger of entering work – into school. About 780 more children are preparing to enter school in 2017. The organization is also helping 635 children who are working in hazardous conditions to know their rights under Bangladesh’s 2010 child labour elimination code of conduct. The policy aimed to eradicate all forms of child labour by 2015 but that target was missed.",1
3190,"The Labour Law of Bangladesh 2006 bans children under the age of 14 from working but, according to the UN children’s agency, UNICEF, 4.7 million children under that age are employed in the informal sector and 1.3 million aged five to 17 work in hazardous industries.",1
3191,"“It was difficult to get them into school without any compensation for their time,” says Sadia Nasrin, who runs Sonjag, another Dhaka grassroots NGO. “To overcome this challenge, Sonjag started working closely with the community in the slums where the children live.”",1
3192,"The organization talked to community members about why it was important to get children into school. They selected community volunteers who were motivated to change children’s lives and formed groups with social workers, community leaders, mothers, young volunteers and the local government.",1
3193,"“The groups play a vital role in motivating employers to let children leave for two to three hours a day to attend school and to ensure a safe workplace for the children. The ultimate change-makers are the community people,” says Nasrin.",1
3194,"She adds that people living in slums face threats of eviction, police raids and displacement. “The national plan of action for children does not recognize the needs of street children,” says Nasrin. “Legislative measures are limited.”",1
3195,"When the children have missed starting school at five years old, it is a race against time to prevent them from growing up without an education. “After they cross their school age, it is really very difficult to admit them into school,” says Mamun. “Children are just passing their time without education and waiting to become involved in hazardous work. We are working to block the child labour flow.”",1
3196,﻿Barack Obama has urged young people to reject pessimism and interact with those who have different beliefs if they want to make changes in the world.,1
3197,"On the final day of his last visit to Britain as US president, Obama told 500 youth leaders at a town hall meeting in London: “I’m here to ask you to reject the notion there are forces we can’t control. As JFK said, our problems are manmade and can be solved by man.”",1
3198,"“You’ve never had better tools to make a difference,” he told the A-level and UK –US exchange students at the Q&A session. “Reject pessimism, cynicism and know that progress is possible. Progress is not inevitable; it requires struggle, discipline and faith.”",1
3199,"But Obama acknowledged the challenges faced by young people: “Not to say your generation has had it easy, in a time of breathtaking change, from 9/11, 7/7 … and during an age of information and Twitter where there’s a steady stream of bad news.”",1
3200,"The audience cheered as the president was introduced and went on to speak about his policies, including healthcare and education.",1
3201,He urged the audience to interact with people with different political beliefs: “Seek out people who don’t agree with you and it will also help you to compromise.”,1
3202,Obama also said: “You should feel encouraged social attitudes are changing. That doesn’t mean it’s fast enough but you should keep pushing and it’s in part due to the courageous acts of young people like yourself.”,1
3203,"When asked about his presidential legacy, Obama said he was proud of the healthcare reforms, which received huge cheers from the audience, and said of the US response to the 2008 financial crisis: “Saving the world from great depression – that was quite good.”",1
3204,He also listed diplomatic deals with Iran and the response to the Ebola crisis as highlights of his presidency. “I’m proud; I think I’ve been true to myself during this process.”,1
3205,"But he added: “Don’t give up and succumb to cynics if, after five years, poverty hasn’t been eradicated … It’s OK. Dr Martin Luther King says the arc of the moral universe is long but bends towards justice.”",1
3206,"Questioned on the controversial Transatlantic Trade and Investment Partnership (TTIP), he said: “The answer to globalization is not to pull up the drawbridge and shut off,” though it was crucial to pay attention to workers’ rights.",1
3207,"Before Obama arrived, Tanya Williams, a community engagement officer, told the Guardian: “I love Michelle but I like Obama and it’s exciting to have the chance to hear someone who has changed so much and galvanized so many people who didn’t vote before.”",1
3208,"Oliver Sidorczuk, 26, said: “Everyone is extremely excited to listen to what he has to say. I’m going to ask him about electoral rights and try to ask him if he would join our campaign to ask David Cameron for automatic registration.”",1
3209,"Obama ended the session by taking a question from a young Sikh Londoner, who asked about the issue of racial profiling at airports and being mistaken for a Muslim.",1
3210,"Obama said that, although there were people with “crazy ideology”, pluralism was important. “I visited a mosque a few months ago and said our greatest allies are American Muslims who are most integrated and economically well off,” he said.",1
3211,"Furqan Naeem, a campaigner from Manchester, said: “I recently visited the States through the US embassy on the community leaders programme and saw first hand some really important work the president did in celebrating America’s diversity and bringing communities together.”",1
3212,"Kenny Imafidon, the managing director of the youth organization ClearView Research, said afterwards: “It was a great opportunity and what will stick with me is what he said about meeting with people who have different politics from you and having to make compromises. Also, the thing he said about being a good leader and finding great talent.”",1
3213,"Later, Obama met Jeremy Corbyn, who said they had an “excellent” 90-minute discussion.",1
3214,"The Labour leader said they talked about “the challenges facing postindustrial societies and the power of global corporations, and the increasing use of technology around the world and the effect that it has.”",1
3215,"Asked if they talked about the president’s intervention in the debate on Britain’s membership of the EU, Corbyn said it was discussed briefly.",1
3216,"After the meeting, Obama joined Cameron to play golf at the Grove in Chandlers Cross, Hertfordshire. Obama ended the day at a dinner with the prime minister and the US ambassador, Matthew Barzun, at the ambassador’s residence, before travelling on to Germany.",1
3217,"﻿The mass collection of telephone records by government surveillance programmes poses a clear threat to the personal privacy of ordinary citizens, according to US researchers who used basic phone logs to identify people and uncover confidential information about their lives.",1
3218,"Armed with anonymous “metadata” on people’s calls and texts, but not the content of the communications, two scientists at Stanford University worked out individuals’ names, where they lived and the names of their partners. But that was not all.",1
3219,"The same data led them to uncover potentially sensitive information about some individuals. One man was found to own a rifle, while another had recently been diagnosed with an irregular heartbeat. Other data pointed to a new pregnancy and a person with multiple sclerosis.",1
3220,"The results highlight the extraordinary power of telephone metadata – the number called, when and for how long – particularly when it is paired with public information available from services such as Google, Yelp and Facebook. The value of the data, which is not subject to the same legal protections as the content of people’s communications, has long been recognized by the security services. As Stewart Baker, the former general counsel at the US National Security Agency (NSA), put it in the aftermath of Edward Snowden’s revelations: “Metadata absolutely tells you everything about somebody’s life.”",1
3221,"Patrick Mutchler, a computer security researcher at Stanford, said that while the power of metadata was understood by those gathering the information, the public was largely in the dark because so few published studies have revealed how rich the data is. “That makes it difficult for people with strong opinions about these programmes to fight them. Now, we have hard evidence we can point to that didn’t exist in the past,” he said.",1
3222,"For the study, the researchers signed up 823 people who agreed to have metadata collected from their phones through an Android app. The app also received information from their Facebook accounts, which the scientists used to check the accuracy of their results. In all, the researchers gathered metadata on more than 250,000 calls and over 1.2m texts.",1
3223,Analysts who logged into the NSA’s metadata-gathering system were initially allowed to examine data up to three hops away from an individual. A call from the target individual’s phone to another number was one hop. From that phone to another was two hops. And so on. The records available to analysts stretched back for five years. The collection window has now been restricted to two hops and 18 months at most.,1
3224,"Writing in the journal Proceedings of the National Academy of Sciences, Mutchler describes how, on a shoestring budget, he and fellow graduate student, Jonathan Mayer, uncovered a wealth of personal information, some of it sensitive, about people who took part in the study. Through automatic and manual searches, they identified 82% of people’s names. The same technique gave them the names of businesses the people had called. When these were plotted on a map, they revealed clusters of local businesses, which the scientists speculated surrounded the person’s home address. In this way, they named the city people lived in 57% of the time, and were nearly 90% accurate in placing people within 50 miles of their home. Mutchler believes some of the misses came from people not updating their Facebook page when they moved out of their parents’ home, for example, to go to college.",1
3225,"The scientists next delved into more personal territory. Using a simple computer program to analyse people’s call patterns, they inferred who among the study volunteers was in a relationship. Once they knew the owner of a particular number had a partner, identifying the significant other was easy, they report.",1
3226,"For the final part of the study, the researchers delved even deeper, to see what sensitive information they could glean from telephone metadata. They gathered details on calls made to and from a list of organizations, including hospitals, pharmacies, religious groups, legal services, firearms retailers and repair firms. From these, they pieced together some extraordinary vignettes from people’s lives.",1
3227,"The metadata from one person in the study showed they had a long call from a cardiology centre, spoke briefly with a medical laboratory, answered a number of short calls from a local pharmacy and then made calls to a hotline for abnormal heart-rate monitoring devices. Another participant made frequent calls to a local gun supplier that specialized in semi- automatic rifles and later placed a number of long calls to the customer support hotline run by a major gun manufacturer that produced the rifles. The metadata from two others suggested one had multiple sclerosis and the other had just become pregnant.",1
3228,"“All of this should be taken as an indication of what is possible with two graduate students and limited resources,” said Mutchler, who argues that the findings should make policymakers think twice before authorizing mass surveillance programmes. “Large-scale metadata surveillance programmes, like the NSA’s, will necessarily expose highly confidential information about ordinary citizens,” the scientists write, adding: “To strike an appropriate balance between national security and civil liberties, future policymaking must be informed by input from relevant sciences.”",1
3229,"Ross Anderson, professor of security engineering at Cambridge University, said the study provided numbers that discussions can now be based on. “With the right analytics running over nation- scale communications data, you can infer huge amounts of sensitive information on everyone. We always suspected that, of course, but here’s the data.”",1
3230,"﻿A thick crust of bird droppings is piled on the gilded balustrade of one of Britain’s most expensive properties. Pigeon skeletons lie among shattered mirrors and water streams through broken cornicing. This is The Towers, a £30m palace in “Billionaires’ Row” in north London, whose spectacular ruin has been kept secret until now.",1
3231,"It is one of ten mansions in the middle of The Bishops Avenue – the heart of London’s spiralling property market – that have stood almost entirely vacant since they were bought a quarter of a century ago, it is believed on behalf of members of the Saudi Arabian royal family. Their Grecian columns are cracking into pieces and mosaic-tiled swimming pools are filled with rubble. Nature has taken over to the extent that owls have moved in.",1
3232,"It is a desolate scene repeated up and down the supposedly prestigious avenue that Lloyds Bank has calculated is the second most expensive street in Britain. While more and more people struggle to get on to London’s property ladder as house prices rise at 11.2% a year, 16 mansions on the most expensive stretch of The Bishops Avenue are sitting empty, many behind padlocked gates, with their windows shuttered with steel grilles and overgrown grounds patrolled by guard dogs.",1
3233,"Across the street stands another derelict mansion, worth £18m, with smashed windows and walls coated in anti-climb paint. Metal grilles block the windows of another, which has been sold for £20m.",1
3234,"But that doesn’t stop the prices going up. Dryades, a mansion until recently owned by a Pakistani politician, sold for £12m in 2007 and is believed to be worth about £30m today. Heath Lodge, the scene of the 1984 murder, by silver bullet, of fashion tycoon Aristos Constantinou, is worth £13m today, after having been sold in the late 1970s for £400,000.",1
3235,The dereliction can be agonizing for people struggling to keep a roof above their heads in one of the world’s most expensive cities. One security guard working on the avenue said it was exasperating to see so many tens of thousands of square feet of property – enough to house dozens of people – falling apart.,1
3236,"Royals flushed with oil wealth from Nigeria and Saudi Arabia were among the first to come to this curving road near Hampstead Heath. Iranians fled here after the fall of the shah. Now, Chinese house hunters are following Russians and Kazakhs who have spent millions securing an address estate agents tell them is as world famous as the Champs Elysées and Rodeo Drive. Recently, two mansions have been on sale for £65m and £38m, promising endless Italian marble, leather-padded lifts and luxury panic rooms.",1
3237,"However, in the grounds of the empty mansions, stone fountains crumble and lawns have become bogs. Inside one, water drips through a huge crystal chandelier onto a thick carpet rotting under sections of collapsed ceiling. Moss grows through shattered bricks and mirrored tiles are scattered across a bathroom. The swimming pool is filled with a foot of brackish water and has flowers growing through its tiles. Wooden slats bulge away from the sauna.",1
3238,"But it is the wreck of The Towers, a grand mansion set among acres of hornbeams, oaks and limes, that is most dramatic, with its huge, high-ceiling halls occupied by pigeons and its walls turned bright green by algae as water pours through three storeys and plinks into a vast, empty, basement swimming pool. Unopened wooden crates marked “bullet- proof glass” reveal the security fears of the previous owners.",1
3239,"Today, very few people live on The Bishops Avenue full time. A security guard patrolling the pavement outside one mansion said that the owners were not there. Another, outside Royal Mansion, declined to say if anyone was home, while a member of staff at another mansion simply warned the Guardian about the guard dogs. Magdy Adib Ishak-Hannah, an Egyptian-born private healthcare mogul, whose personal wealth is £45m, said he was in the minority of permanent residents.",1
3240,"“It’s not a neighbourly place, where you can chat over the fence,” he said. “To be honest, I have never seen what my neighbours look like. Next door, a Saudi princess spent £35m on a new house and I’ve never seen her. There are about three houses that are lived in 24/7 and half of the properties are occupied three to six months a year. The other half, who knows if they come or not?”",1
3241,"The multimillion-pound wrecks are evidence of a property culture in which the world’s richest people see British property as investments. One Hyde Park, a block of apartments in Knightsbridge, is another example where more than half the flats are registered with the council as empty or second homes.",1
3242,"Nevertheless, the talk on the avenue is about building £5m apartments, instead of £50m mansions, in an effort to draw people back.",1
3243,"Anil Varma, a local property developer, has decided to rebuild one of the most valuable sites on the avenue as a collection of 20 apartments with a concierge, maid service, 25-metre pool, spa and cinema.",1
3244,"“If you build a big house and try and sell for £30m to £40m, it won’t sell,” he said. “Locals won’t buy and so you have to bring in overseas buyers.”",1
3245,"But the prospect of the avenue’s empty property being used to help solve the housing crisis remains distant. Andrew Harper, a local Conservative councillor, laughed when asked whether some of the derelict housing could become affordable homes. He said the land price would be prohibitive.",1
3246,"“Very wealthy people own property there,” he said. “Sometimes they live in them and sometimes they don’t.”",1
3247,"﻿“I got a Dyson vacuum cleaner but I don’t even know if I want it. I just picked it up,” Louise Haggerty, a 56-year-old hairdresser and waitress, said of her 1am trip to the Black Friday sales. “It was mental in there. It was crazy. It was absolutely disgusting, disgusting.”",1
3248,"Haggerty had ventured out to the 24-hour Sainsbury’s supermarket in Harringay, north-east London with a friend in the hope of snapping up a bargain flat-screen TV. “But so many people pushed in the queue we didn’t have a chance,” she said. “The poor woman who was second in the queue was pushed out by a crowd of youths. She didn’t get anything. People were behaving like animals – it was horrible,” she said. “I only saw two security guards.”",1
3249,"Frustrated with not being able to buy a Blaupunkt 40” TV reduced from £299.99 to £149.99, Haggerty rushed to pick up a Dyson Animal Vac, down from £319.99 to £159.99. “I don’t even know how much it costs; I don’t know even know if I’m going to buy it. I just wanted something,” she said. “There are lads in there with three, four, five tellies. It’s not fair.”",1
3250,"One of those lads was Andy Blackett, 30, an estate agent, who had two trolleys full of bargains. “I got two coffee makers, two tablets, two TVs and a stereo,” he said. “I couldn’t tell you the prices but I know they’re bargains.” But his mate Henry Fischer, a 19-year-old student, wasn’t as successful. “Someone snatched my telly from me – it’s cos I’m the smaller one.”",1
3251,"Blackett, Fischer and some mates had driven to Sainsbury’s at 12.45am after retreating from the “bedlam” of Tesco’s 24-hour Lea Valley supermarket, where the Black Friday sale started at midnight. “Tesco was scary so we came here instead,” Blackett said.",1
3252,"More than a dozen police officers attended the Tesco store on Glover Drive, Upper Edmonton, as scuffles broke out between eager and frustrated shoppers. Customers were seen tearing down cardboard hoardings put in place to hold back sale items until the stroke of midnight. Tesco delayed the sale of its most popular sale items – TVs – for almost an hour until police brought the situation under control. One officer was overheard criticizing the manager for failing to ensure adequate security and suggested the sale should be suspended altogether. The Tesco store is across the road from an IKEA furniture store that was the scene of riots when it opened with a midnight sale in 2005.",1
